reccount,polno,state,effdate,expdate,polage,cancel,reinstate,lapse,poltype,vehtype,deluxmulti,color,year,milecat,size,power,V96,deduct,county,limit,prem,incloss,claimct
223785,WEN9995631  ,AZ,20141125,20151125,6,0,0,0,stand,lux,stand,Blue,1978,4,900,0,               ,1000,71,25,1551,0,0
223799,WEN9995634  ,AZ,20141120,20151120,6,0,0,1,delux,full,No,White,1990,4,1235,0,G              ,1000,81,100,1749,0,0
223811,WEN9995636  ,AZ,20141116,20151116,6,1,2,1,delux,stand,No,White,1992,9,1368,0,               ,1000,73,100,1524,0,0
223839,WEN9995649  ,AZ,20141107,20151107,6,0,0,0,delux,stand,No,White,1985,4,1732,0,               ,1000,5,100,3586,0,0
223846,WEN9995650  ,AZ,20141107,20151107,6,0,4,4,delux,stand,No,White,1995,6,1680,0,O              ,1000,5,100,1476,0,0
223858,WEN9995652  ,AZ,20141023,20151023,6,0,0,0,delux,full,No,White,1962,5,1825,0,H              ,1000,109,100,1127,0,0
223865,WEN9995653  ,AZ,20141110,20151110,6,0,2,2,delux,full,No,White,1982,4,1098,1,               ,1000,9,25,1636,0,0
223872,WEN9995654  ,AZ,20141114,20151114,6,0,0,0,delux,full,No,White,1979,9,1690,1,H              ,2500,85,500,4984,0,0
223874,WEN9995655  ,AZ,20141105,20151105,6,0,0,0,delux,econ,No,White,1995,9,1572,0,               ,1000,73,100,1067,0,0
223881,WEN9995656  ,AZ,20141115,20151115,6,0,0,0,delux,full,No,White,1979,4,1427,0,               ,2500,15,100,3000,0,0
223900,WEN9995662  ,AZ,20141207,20151207,6,0,0,0,delux,stand,No,White,1976,4,944,0,G              ,1000,15,25,1983,0,0
223909,WEN9995665  ,AZ,20141108,20151108,6,1,2,0,delux,stand,No,White,1945,4,1112,0,               ,1000,5,25,2212,0,0
223918,WEN9995667  ,AZ,20141109,20151109,6,1,4,2,delux,stand,No,White,1997,4,984,0,               ,1000,61,25,2388,0,0
223935,WEN9995673  ,AZ,20141122,20151122,6,0,0,0,stand,stand,stand,Blue,1980,3,731,0,G              ,1000,115,25,836,0,0
223942,WEN9995676  ,AZ,20141106,20151106,6,0,3,3,stand,stand,stand,White,1980,5,1150,0,               ,500,35,25,908,0,0
223949,WEN9995677  ,AZ,20141113,20151113,6,0,0,0,delux,stand,No,White,1990,4,1572,0,               ,1000,73,100,1195,0,0
223956,WEN9995678  ,AZ,20141106,20151106,6,0,0,0,delux,full,No,White,1965,3,1742,0,               ,1000,73,100,1411,0,0
223963,WEN9995679  ,AZ,20141113,20151113,6,0,2,2,stand,lux,stand,Red,1975,3,1029,0,H              ,1000,115,25,1157,0,0
223978,WEN9995684  ,AZ,20141129,20151129,6,0,0,0,delux,full,No,White,1956,4,1036,0,O              ,1000,9,25,1932,0,0
223990,WEN9995687  ,AZ,20141110,20151110,6,0,0,0,delux,full,No,White,1961,9,1224,1,G              ,1000,5,25,1681,0,0
224009,WEN9995694  ,AZ,20141118,20151118,6,0,0,0,delux,full,No,White,1966,2,3564,0,G              ,2500,103,500,5181,0,0
224020,WEN9995697  ,AZ,20141107,20151107,6,0,2,2,delux,stand,No,White,1988,3,1964,0,               ,1000,73,100,1264,0,0
224032,WEN9995701  ,AZ,20141028,20151028,6,0,0,0,delux,stand,No,White,1980,3,1433,0,               ,1000,31,100,1260,0,0
224049,WEN9995709  ,AZ,20141024,20151024,6,0,0,0,delux,full,No,White,1970,3,1049,0,               ,2500,103,25,1862,0,0
224068,WEN9995714  ,AZ,20141022,20151022,6,0,1,1,delux,full,No,White,2003,4,1623,0,H              ,2500,99,500,2165,0,0
224126,WEN9995731  ,AZ,20141103,20151103,6,0,0,0,delux,full,No,White,1966,4,1084,1,G              ,1000,9,25,1123,0,0
224133,WEN9995732  ,AZ,20141026,20151026,6,0,2,2,delux,full,No,White,1966,5,2676,0,H              ,1000,9,500,2988,0,0
224140,WEN9995733  ,AZ,20141027,20151027,6,0,0,0,delux,full,No,White,1978,5,2264,0,H              ,1000,35,500,1329,0,0
224153,WEN9995735  ,AZ,20141023,20151023,6,1,2,0,delux,stand,No,White,1935,4,2350,0,               ,2500,5,500,2909,0,0
224161,WEN9995737  ,AZ,20141023,20151023,6,0,0,0,delux,stand,No,White,1981,5,1218,0,               ,2500,9,25,2153,0,0
224170,WEN9995740  ,AZ,20141030,20151030,6,0,0,0,delux,full,No,White,1984,5,1874,0,               ,1000,35,100,1645,0,0
224178,WEN9995742  ,AZ,20141027,20151027,6,0,3,3,stand,full,stand,White,1918,3,1200,0,               ,1000,31,25,1059,0,0
224186,WEN9995744  ,AZ,20141124,20151124,6,1,1,1,delux,full,No,White,1994,5,1823,0,H              ,2500,81,500,1632,0,0
224193,WEN9995745  ,AZ,20141027,20151027,6,0,1,1,delux,stand,No,White,1985,3,1175,0,G              ,2500,9,25,1278,0,0
224208,WEN9995749  ,AZ,20141101,20151101,6,0,0,0,delux,full,No,White,1991,4,2030,0,G              ,1000,9,100,2588,0,0
224230,WEN9995755  ,AZ,20141022,20151022,6,1,4,1,stand,lux,stand,Blue,1982,4,1318,0,               ,1000,21,25,2645,0,0
224251,WEN9995762  ,AZ,20141030,20151030,6,0,0,0,delux,stand,No,White,1980,4,1509,0,G              ,1000,127,100,1700,0,0
224258,WEN9995763  ,AZ,20141124,20151124,6,0,0,0,delux,full,No,White,1991,3,1767,1,O              ,1000,9,100,2231,0,0
224266,WEN9995766  ,AZ,20141030,20151030,6,0,0,0,delux,stand,No,White,2001,4,1156,0,H              ,1000,61,25,960,0,0
224273,WEN9995767  ,AZ,20141101,20151101,6,0,0,0,delux,full,No,White,1964,6,1744,0,H              ,1000,83,100,1142,0,0
224281,WEN9995769  ,AZ,20141101,20151101,6,0,0,0,delux,stand,No,White,1977,2,1380,0,H              ,1000,115,25,1700,0,0
224293,WEN9995771  ,AZ,20141030,20151030,6,0,0,0,delux,stand,No,White,1985,3,1316,1,H              ,1000,9,25,1601,0,0
224304,WEN9995773  ,AZ,20141111,20151111,6,0,0,0,delux,stand,No,White,1981,4,912,0,H              ,1000,15,100,3159,0,0
224316,WEN9995776  ,AZ,20141117,20151117,6,1,2,0,delux,full,No,White,1987,3,1728,0,H              ,1000,81,100,2346,0,0
224323,WEN9995777  ,AZ,20141024,20151024,6,0,2,2,delux,full,No,White,1957,3,1796,0,H              ,1000,1,100,1343,0,0
224330,WEN9995778  ,AZ,20141115,20151115,6,1,2,0,delux,full,Yes,White,1990,3,2245,0,H              ,1000,21,500,3812,0,0
224342,WEN9995784  ,AZ,20141031,20151031,6,1,3,1,stand,full,stand,Blue,1974,3,900,0,               ,1000,115,25,1248,0,0
224358,WEN9995789  ,AZ,20141028,20151028,6,0,0,0,stand,lux,stand,Blue,1970,5,1458,0,               ,500,115,25,1978,0,0
224369,WEN9995791  ,AZ,20141101,20151101,6,0,0,0,delux,stand,Yes,White,2001,2,1892,0,O              ,1000,103,100,2317,0,0
224380,WEN9995796  ,AZ,20141022,20151022,6,0,1,1,delux,full,No,White,1985,3,2359,1,O              ,2500,115,500,4174,0,0
224387,WEN9995797  ,AZ,20141102,20151102,6,0,0,0,delux,full,No,White,1964,4,3062,0,G              ,1000,9,500,4002,0,0
224397,WEN9995799  ,AZ,20141120,20151120,6,0,0,0,delux,full,No,White,1980,3,1384,1,G              ,1000,115,25,1674,0,0
224432,WEN9995809  ,AZ,20140917,20150917,6,0,2,2,delux,stand,No,White,1990,5,1882,0,G              ,1000,85,100,3267,0,0
224456,WEN9995816  ,AZ,20140916,20150916,6,0,0,0,delux,full,No,White,1992,3,1301,0,G              ,2500,115,100,1367,0,0
224471,WEN9995821  ,AZ,20140930,20150930,6,0,1,1,delux,full,No,White,1966,5,2024,1,G              ,2500,9,500,2790,0,0
224481,WEN9995824  ,AZ,20140918,20150918,6,0,1,1,stand,lux,stand,Red,1985,6,1456,0,H              ,500,5,25,958,0,0
224509,WEN9995831  ,AZ,20140923,20150923,6,0,2,2,delux,stand,No,White,1984,3,1624,0,G              ,2500,103,100,2225,0,0
224532,WEN9995838  ,AZ,20141001,20151001,6,1,2,0,stand,full,stand,Red,1986,4,1300,0,               ,1000,21,25,1739,0,0
224542,WEN9995840  ,AZ,20140926,20150926,6,0,0,0,stand,full,stand,White,1987,2,1192,0,               ,1000,95,25,691,0,0
224549,WEN9995841  ,AZ,20141011,20151011,6,0,0,0,delux,stand,No,White,1988,4,1502,0,H              ,1000,71,100,2407,0,0
224572,WEN9995847  ,AZ,20141010,20151010,6,1,4,2,stand,full,stand,Blue,1994,4,1703,0,H              ,500,71,25,2002,0,0
224583,WEN9995849  ,AZ,20141008,20151008,6,0,0,1,delux,full,No,White,1964,4,1267,0,G              ,2500,9,100,2137,0,0
224596,WEN9995851  ,AZ,20140912,20150912,6,1,5,3,stand,full,stand,Red,1970,3,968,0,               ,1000,115,25,2049,0,0
224609,WEN9995853  ,AZ,20140916,20150916,6,0,1,1,delux,full,No,White,1996,2,2043,0,               ,1000,117,100,1351,0,0
224629,WEN9995861  ,AZ,20141012,20151012,6,0,0,0,delux,stand,No,White,1948,4,1412,0,               ,1000,127,100,2208,0,0
224636,WEN9995862  ,AZ,20140930,20150930,6,0,0,0,delux,full,Yes,White,1991,4,1288,0,               ,500,127,25,1882,0,0
224649,WEN9995864  ,AZ,20141003,20151003,6,0,0,0,delux,full,No,White,1998,4,1315,0,G              ,1000,9,100,950,0,0
224660,WEN9995867  ,AZ,20140926,20150926,6,0,0,0,delux,stand,No,White,1978,5,1200,0,               ,1000,109,25,1057,0,0
224671,WEN9995870  ,AZ,20140923,20150923,6,1,2,0,delux,full,No,White,1984,4,1568,0,H              ,1000,15,100,2162,0,0
224678,WEN9995871  ,AZ,20140918,20150918,6,0,0,0,delux,stand,No,White,1984,9,3828,0,H              ,1000,107,500,4744,0,0
224698,WEN9995875  ,AZ,20140921,20150921,6,0,2,2,stand,lux,stand,Red,2007,5,2100,0,O              ,1000,127,25,1717,0,0
224705,WEN9995876  ,AZ,20140919,20150919,6,0,0,0,delux,stand,No,White,1981,4,2176,1,O              ,1000,127,500,1758,0,0
224718,WEN9995878  ,AZ,20141002,20151002,6,0,0,0,delux,full,No,White,1981,4,1459,0,H              ,1000,15,100,1927,0,0
224725,WEN9995879  ,AZ,20140925,20150925,6,0,0,1,delux,full,No,White,1986,4,1472,0,G              ,1000,9,25,1780,0,0
224735,WEN9995882  ,AZ,20141004,20151004,6,0,0,0,stand,lux,stand,White,1998,3,2937,0,               ,1000,115,25,1349,0,0
224744,WEN9995884  ,AZ,20140919,20150919,6,0,0,0,delux,full,No,White,1987,4,1422,0,               ,1000,117,100,1217,0,0
224752,WEN9995886  ,AZ,20140929,20150929,6,1,2,0,delux,full,Yes,White,1985,3,1036,0,               ,1000,103,25,2089,0,0
224763,WEN9995888  ,AZ,20140925,20150925,6,0,0,0,delux,full,No,White,1959,2,1254,0,O              ,2500,103,25,1950,0,0
224771,WEN9995890  ,AZ,20140912,20150912,6,0,0,0,delux,full,No,White,1979,3,1066,0,               ,2500,103,25,1999,0,0
224789,WEN9995896  ,AZ,20140909,20150909,6,2,2,0,delux,full,No,White,1988,4,2492,0,               ,1000,127,500,2832,0,0
224808,WEN9995903  ,AZ,20140920,20150920,6,0,0,0,stand,lux,stand,Red,1976,4,756,0,               ,500,71,25,1973,0,0
224815,WEN9995904  ,AZ,20140912,20150912,6,0,0,0,delux,full,No,White,1989,4,1817,0,H              ,1000,71,500,2232,0,0
224823,WEN9995906  ,AZ,20140905,20150905,6,0,1,1,delux,full,No,White,1972,4,2200,0,H              ,1000,71,500,4323,0,0
224836,WEN9995909  ,AZ,20140905,20150905,6,0,1,1,stand,full,stand,White,1997,3,1300,0,               ,1000,111,25,1603,0,0
224850,WEN9995912  ,AZ,20141002,20151002,6,0,0,0,delux,full,No,White,1993,3,1340,0,               ,1000,71,100,3159,0,0
224857,WEN9995913  ,AZ,20140915,20150915,6,0,0,0,delux,full,No,White,1959,4,1278,0,               ,1000,9,25,1853,0,0
224868,WEN9995915  ,AZ,20140927,20150927,6,0,0,0,delux,full,No,White,1973,4,2220,0,               ,1000,95,100,1798,0,0
224875,WEN9995916  ,AZ,20140913,20150913,6,0,0,0,delux,full,No,White,1958,4,1488,0,               ,1000,127,100,2010,0,0
224885,WEN9995920  ,AZ,20140929,20150929,6,0,0,0,delux,full,No,White,1977,5,1170,0,               ,2500,9,25,1686,0,0
224899,WEN9995923  ,AZ,20140909,20150909,6,0,0,0,delux,stand,No,White,1950,6,1152,0,H              ,1000,129,100,1215,0,0
224910,WEN9995926  ,AZ,20141004,20151004,6,0,6,6,delux,stand,No,White,1960,6,1822,0,G              ,1000,45,100,3062,0,0
224917,WEN9995927  ,AZ,20141009,20151009,6,0,0,0,stand,full,stand,White,1989,3,1262,0,               ,500,115,25,1432,0,0
224925,WEN9995929  ,AZ,20140905,20150905,6,0,0,0,delux,stand,No,White,1947,4,1031,0,G              ,2500,95,25,811,0,0
224932,WEN9995930  ,AZ,20140926,20150926,6,0,0,1,delux,stand,No,White,1966,3,1283,1,               ,1000,9,25,2627,0,0
224938,WEN9995932  ,AZ,20140905,20150905,6,0,0,0,stand,full,stand,Red,1979,3,1406,0,               ,1000,115,25,1263,0,0
224945,WEN9995933  ,AZ,20140905,20150905,6,0,1,1,delux,full,No,White,1983,4,896,0,H              ,1000,15,25,1933,0,0
224952,WEN9995934  ,AZ,20140911,20150911,6,0,0,0,stand,lux,stand,White,1980,3,1400,0,H              ,1000,21,25,1757,0,0
224959,WEN9995935  ,AZ,20140919,20150919,6,0,0,0,delux,full,No,White,1947,3,1411,0,H              ,1000,115,100,3524,0,0
224966,WEN9995936  ,AZ,20140909,20150909,6,0,1,1,delux,full,Yes,White,1990,4,1699,4,H              ,2500,99,100,3410,0,0
224973,WEN9995937  ,AZ,20140911,20150911,6,0,0,0,delux,full,No,White,1951,2,1336,0,G              ,2500,103,100,1988,0,0
224992,WEN9995941  ,AZ,20140915,20150915,6,0,0,0,delux,econ,No,White,1978,5,2015,0,H              ,2500,9,500,2160,0,0
225011,WEN9995947  ,AZ,20140930,20150930,6,0,0,0,delux,full,No,White,1973,3,1480,0,H              ,1000,115,100,2513,0,0
225018,WEN9995949  ,AZ,20140915,20150915,6,0,0,0,delux,full,No,White,1967,5,1702,2,O              ,1000,9,100,2893,0,0
225025,WEN9995950  ,AZ,20140904,20150904,6,0,0,0,delux,stand,No,White,1945,9,1186,0,               ,1000,65,100,2304,0,0
225040,WEN9995954  ,AZ,20140906,20150906,6,0,1,1,delux,stand,No,White,1968,6,1736,0,               ,1000,69,100,1871,0,0
225048,WEN9995956  ,AZ,20140922,20150922,6,0,0,0,stand,lux,stand,Red,1981,4,1500,0,H              ,500,11,25,1581,0,0
225060,WEN9995961  ,AZ,20140921,20150921,6,0,0,0,delux,stand,No,White,1977,5,1250,0,G              ,1000,9,25,1562,0,0
225078,WEN9995966  ,AZ,20140912,20150912,6,1,4,2,delux,stand,No,White,1991,6,2528,0,               ,1000,129,500,2085,0,0
225096,WEN9995972  ,AZ,20140908,20150908,6,0,0,0,delux,full,No,White,1978,9,1232,0,H              ,1000,5,25,1274,0,0
225109,WEN9995974  ,AZ,20141005,20151005,6,1,3,1,delux,full,No,White,1960,4,1056,0,               ,1000,5,25,1555,0,0
225133,WEN9995982  ,AZ,20140906,20150906,6,0,1,1,delux,full,No,White,1965,4,2016,0,H              ,1000,9,100,2608,0,0
225153,WEN9995988  ,AZ,20140912,20150912,6,0,0,0,delux,full,Yes,White,1966,4,1167,0,               ,1000,9,25,2167,0,0
225160,WEN9995989  ,AZ,20140902,20150902,6,0,2,2,delux,stand,No,White,1985,3,1744,0,H              ,2500,111,25,1320,0,0
231398,WEN9998000  ,AZ,20140312,20150312,6,0,1,2,delux,full,No,Blue,1987,2,1748,0,O              ,1000,99,500,3542,0,0
231455,WEN9998014  ,AZ,20140328,20150328,6,0,0,1,stand,stand,stand,White,1979,3,1112,1,G              ,1000,115,25,1264,0,0
231476,WEN9998018  ,AZ,20140310,20150310,6,1,1,1,stand,full,stand,Red,1991,4,1400,1,G              ,1000,21,25,1336,0,0
231490,WEN9998021  ,AZ,20140331,20150331,6,0,2,3,delux,stand,No,White,1977,9,1968,1,G              ,2500,9,100,3370,0,0
231565,WEN9998040  ,AZ,20140404,20150404,6,0,0,1,delux,stand,No,White,2000,5,1064,0,H              ,1000,85,25,1773,0,0
231583,WEN9998043  ,AZ,20140320,20150320,6,0,1,2,delux,stand,No,White,1993,3,1993,0,G              ,1000,11,500,4429,0,0
231599,WEN9998047  ,AZ,20140317,20150317,6,0,2,3,delux,full,No,Blue,1988,4,1532,0,G              ,2500,15,100,3842,0,0
231653,WEN9998061  ,AZ,20140327,20150327,6,1,0,0,stand,lux,stand,Red,1996,5,2369,3,H              ,500,115,25,1110,0,0
231685,WEN9998069  ,AZ,20140321,20150321,6,1,1,1,delux,full,No,White,2000,9,1240,0,               ,1000,9,25,2240,0,0
231867,WEN9998122  ,AZ,20140212,20150212,6,0,0,1,delux,full,No,White,1975,5,1688,0,G              ,1000,15,100,2762,0,0
231897,WEN9998132  ,AZ,20140305,20150305,6,0,0,1,delux,full,No,White,1963,4,1900,0,               ,1000,9,100,3225,0,0
231994,WEN9998156  ,AZ,20140209,20150209,6,0,0,1,delux,full,No,White,1979,4,1811,0,G              ,2500,99,100,4166,0,0
232134,WEN9998196  ,AZ,20140130,20150130,6,0,5,6,delux,full,No,White,1990,4,1653,0,G              ,2500,99,100,3009,0,0
232202,WEN9998213  ,AZ,20140428,20150428,6,1,3,2,delux,stand,No,White,1995,3,1084,0,               ,1000,71,25,2691,0,0
232413,WEN9998269  ,AZ,20140430,20150430,6,1,0,0,delux,full,No,White,1996,3,2174,0,               ,1000,81,500,4582,0,0
232544,WEN9998315  ,AZ,20140306,20150306,6,1,2,2,delux,full,No,White,1989,5,2034,0,H              ,2500,85,100,1930,0,0
232558,WEN9998319  ,AZ,20140225,20150225,6,2,4,2,delux,full,No,White,1958,3,3000,0,H              ,2500,11,500,5474,0,0
232681,WEN9998360  ,AZ,20140304,20150304,6,1,0,0,delux,full,No,White,1999,5,1501,0,               ,2500,81,100,1791,0,0
232816,WEN9998394  ,AZ,20140227,20150227,6,1,0,0,delux,stand,No,White,1964,3,1175,1,G              ,1000,9,25,1881,0,0
232840,WEN9998398  ,AZ,20140325,20150325,6,1,0,0,delux,full,No,Blue,1974,5,1848,0,H              ,2500,85,100,2826,0,0
232870,WEN9998407  ,AZ,20140501,20150501,6,1,0,0,delux,stand,No,White,1920,2,1168,0,               ,1000,103,25,3638,0,0
232933,WEN9998422  ,AZ,20140512,20150512,6,0,2,3,stand,full,stand,Blue,1980,3,1469,0,G              ,1000,115,25,1481,0,0
232940,WEN9998423  ,AZ,20140430,20150430,6,0,0,1,delux,full,No,White,1955,2,1400,0,H              ,1000,103,100,2934,0,0
232988,WEN9998439  ,AZ,20140430,20150430,6,2,2,0,delux,full,No,White,1959,5,1040,0,               ,1000,9,100,2433,0,0
233042,WEN9998453  ,AZ,20140425,20150425,6,0,1,2,delux,full,No,White,1986,4,1080,0,               ,1000,9,25,1586,0,0
233081,WEN9998463  ,AZ,20140501,20150501,6,0,2,3,delux,stand,No,Blue,1940,2,688,0,G              ,2500,103,25,2123,0,0
233104,WEN9998470  ,AZ,20140430,20150430,6,2,3,1,delux,stand,No,White,1927,3,1640,0,G              ,500,69,100,2577,0,0
233118,WEN9998473  ,AZ,20140523,20150523,6,1,0,0,stand,lux,stand,Blue,1994,5,2339,4,               ,1000,115,25,2569,0,0
233143,WEN9998478  ,AZ,20140430,20150430,6,1,3,2,delux,stand,No,White,1981,5,1125,0,               ,1000,9,25,2267,0,0
233191,WEN9998491  ,AZ,20140422,20150422,6,1,0,0,stand,lux,stand,Blue,1990,5,2375,2,H              ,1000,115,25,2083,0,0
233215,WEN9998498  ,AZ,20140522,20150522,6,1,0,0,stand,full,stand,White,1974,3,919,2,               ,500,71,25,1339,0,0
233216,WEN9998500  ,AZ,20140318,20150318,6,1,0,0,stand,lux,stand,White,1979,3,965,2,H              ,500,115,25,1005,0,0
233417,WEN9998571  ,AZ,20140225,20150225,6,1,0,0,delux,full,No,White,1964,5,1128,0,               ,2500,9,25,2086,0,0
233456,WEN9998582  ,AZ,20140228,20150228,6,1,0,0,delux,full,No,White,1982,3,1418,0,               ,1000,115,25,2263,0,0
233679,WEN9998643  ,AZ,20140425,20150425,6,1,0,0,delux,stand,No,White,1989,3,1736,0,               ,1000,31,100,1054,0,0
233706,WEN9998650  ,AZ,20140512,20150512,6,3,2,0,stand,full,stand,Blue,1999,4,2603,1,               ,1000,71,25,3459,0,0
233816,WEN9998683  ,AZ,20140503,20150503,6,0,0,1,delux,stand,No,White,1977,9,3000,0,               ,1000,127,500,6402,0,0
233919,WEN9998714  ,AZ,20140321,20150321,6,1,0,0,delux,stand,No,White,1984,3,1358,0,H              ,1000,111,25,1940,0,0
233938,WEN9998717  ,AZ,20140325,20150325,6,0,0,1,delux,full,No,White,1992,5,1687,0,H              ,1000,15,100,2463,0,0
234128,WEN9998779  ,AZ,20140325,20150325,6,0,0,1,delux,stand,No,White,1991,9,1666,1,G              ,2500,9,100,5072,0,0
234147,WEN9998784  ,AZ,20140404,20150404,6,2,4,2,stand,lux,stand,Blue,1982,5,1039,3,O              ,500,15,25,1873,0,0
234229,WEN9998812  ,AZ,20140212,20150212,6,2,2,0,delux,stand,No,White,1991,3,1726,0,G              ,2500,111,100,2656,0,0
234391,WEN9998856  ,AZ,20140218,20150218,6,1,3,2,delux,full,No,White,1958,4,1724,0,               ,1000,71,100,3317,0,0
234454,WEN9998874  ,AZ,20140201,20150201,6,1,0,0,delux,full,No,White,1979,4,1413,0,G              ,2500,15,100,2076,0,0
234554,WEN9998901  ,AZ,20140118,20150118,6,0,4,5,delux,stand,No,White,1991,3,1616,1,               ,1000,9,100,2595,0,0
234874,WEN9999000  ,AZ,20131107,20141107,6,0,1,1,delux,full,No,White,1987,5,1245,0,H              ,2500,15,100,1537,0,0
234875,WEN9999000  ,AZ,20141107,20151107,7,0,1,1,delux,full,No,White,1987,5,1245,0,H              ,2500,15,100,1592,0,0
234882,WEN9999001  ,AZ,20131107,20141107,6,0,0,0,delux,full,No,White,1969,3,1805,0,               ,2500,115,100,1875,0,0
234883,WEN9999001  ,AZ,20141107,20151107,7,0,0,0,delux,full,No,White,1969,3,1805,0,G              ,2500,115,100,1958,0,0
234890,WEN9999002  ,AZ,20131130,20141130,6,1,2,0,delux,stand,No,White,1988,5,1120,0,               ,2500,15,25,1826,0,0
234891,WEN9999002  ,AZ,20141130,20151130,7,1,2,0,delux,stand,No,White,1988,5,1120,0,O              ,2500,15,25,1693,0,0
234928,WEN9999014  ,AZ,20131105,20141105,6,0,3,3,delux,full,No,White,1989,5,2044,0,G              ,2500,11,500,3363,0,0
234929,WEN9999014  ,AZ,20141105,20151105,7,0,4,4,delux,full,No,White,1989,5,2044,0,G              ,2500,11,500,3452,0,0
234937,WEN9999016  ,AZ,20131129,20141129,6,1,2,0,delux,full,No,White,1997,3,1346,0,O              ,1000,111,100,1156,0,0
234938,WEN9999016  ,AZ,20141129,20151129,7,1,2,0,delux,full,No,White,1997,3,1346,0,O              ,1000,111,100,1182,0,0
234946,WEN9999019  ,AZ,20131128,20141128,6,0,0,0,delux,full,No,White,1960,3,1092,0,               ,2500,115,100,1979,0,0
234947,WEN9999019  ,AZ,20141128,20151128,7,0,0,0,delux,full,No,White,1960,3,1092,0,               ,2500,115,100,2042,0,0
234963,WEN9999029  ,AZ,20131128,20141128,6,0,0,0,delux,stand,No,White,1988,5,2390,1,H              ,1000,85,100,2818,0,0
234973,WEN9999031  ,AZ,20131106,20141106,6,0,1,1,delux,full,Yes,White,1974,2,1080,1,               ,2500,103,25,1698,0,0
234974,WEN9999031  ,AZ,20141106,20151106,7,0,1,1,delux,full,Yes,Blue,1974,2,1080,1,               ,2500,103,25,1743,0,0
234981,WEN9999032  ,AZ,20131201,20141201,6,0,1,1,stand,full,stand,White,1982,4,1200,3,H              ,500,21,25,930,0,0
234982,WEN9999032  ,AZ,20141201,20151201,7,0,2,2,stand,full,stand,White,1982,4,1200,3,H              ,500,21,25,927,0,0
234997,WEN9999035  ,AZ,20131106,20141106,6,0,0,0,delux,stand,No,White,1999,4,1408,0,H              ,1000,61,25,2034,0,0
234998,WEN9999035  ,AZ,20141106,20151106,7,0,0,0,delux,stand,No,White,1999,4,1408,0,H              ,1000,61,25,1237,0,0
235008,WEN9999038  ,AZ,20131201,20141201,6,0,0,0,delux,full,No,White,1985,4,1252,0,               ,1000,15,100,4337,0,0
235015,WEN9999040  ,AZ,20131114,20141114,6,0,1,1,delux,full,No,Blue,1989,5,2267,0,               ,2500,85,500,5599,0,0
235025,WEN9999044  ,AZ,20131122,20141122,6,0,0,0,delux,stand,No,White,1974,4,1312,0,O              ,1000,15,100,3326,25609,2
235026,WEN9999044  ,AZ,20141122,20151122,7,0,0,0,delux,stand,No,White,1974,4,1312,0,O              ,1000,15,100,3405,0,0
235058,WEN9999051  ,AZ,20131105,20141105,6,1,2,0,delux,full,No,White,1985,4,1544,0,G              ,2500,11,500,2567,11387,1
235059,WEN9999051  ,AZ,20141105,20151105,7,1,2,0,delux,full,No,White,1985,4,1544,0,G              ,2500,11,500,2643,0,0
235069,WEN9999053  ,AZ,20131119,20141119,6,1,2,0,delux,full,No,White,1956,4,1300,0,H              ,1000,81,25,2127,0,0
235070,WEN9999053  ,AZ,20141119,20151119,7,1,2,0,delux,full,No,White,1956,4,1300,0,H              ,1000,81,25,2189,0,0
235093,WEN9999063  ,AZ,20131118,20141118,6,1,2,0,delux,full,No,White,1998,5,1774,0,               ,2500,85,500,7858,0,0
235094,WEN9999063  ,AZ,20141118,20151118,7,1,3,1,delux,full,No,White,1998,5,1774,0,G              ,2500,85,500,3660,0,0
235107,WEN9999065  ,AZ,20131115,20141115,6,0,0,0,delux,full,No,White,1968,4,3056,0,H              ,1000,99,500,6257,0,0
235108,WEN9999065  ,AZ,20141115,20151115,7,0,0,1,delux,full,No,White,1968,4,3056,0,H              ,1000,99,500,6441,0,0
235115,WEN9999066  ,AZ,20131114,20141114,6,0,0,0,delux,full,No,White,1986,3,2276,0,G              ,1000,11,100,3051,0,0
235116,WEN9999066  ,AZ,20141114,20151114,7,0,0,0,delux,full,No,White,1986,3,2276,0,G              ,1000,11,100,3103,0,0
235126,WEN9999068  ,AZ,20131120,20141120,6,0,0,0,delux,full,No,White,1978,5,2618,0,G              ,2500,85,500,3891,0,0
235127,WEN9999068  ,AZ,20141120,20151120,7,0,0,0,delux,full,No,White,1978,5,2618,0,G              ,2500,85,500,3980,0,0
235134,WEN9999069  ,AZ,20131125,20141125,6,0,0,0,delux,stand,No,White,1992,3,1052,1,H              ,1000,85,100,1475,0,0
235135,WEN9999069  ,AZ,20141125,20151125,7,0,0,0,delux,stand,No,White,1992,3,1052,1,H              ,2500,85,100,1200,0,0
235142,WEN9999070  ,AZ,20131109,20141109,6,0,0,0,delux,stand,No,White,1990,4,2020,0,               ,1000,81,100,3638,0,0
235143,WEN9999070  ,AZ,20141109,20151109,7,0,0,0,delux,stand,No,White,1990,4,2020,0,               ,1000,81,100,3780,0,0
235165,WEN9999078  ,AZ,20131121,20141121,6,0,0,0,delux,stand,No,White,1989,3,1708,0,G              ,1000,9,100,1889,0,0
235166,WEN9999078  ,AZ,20141121,20151121,7,0,0,0,delux,stand,No,White,1989,3,1708,0,G              ,1000,9,100,1932,0,0
235187,WEN9999088  ,AZ,20131106,20141106,6,1,2,0,delux,full,No,White,1981,3,1862,0,H              ,2500,11,100,2762,0,0
